,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerID_,OriginPlayerIDFit,DestinationPlayerID_,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
20144,33,Opponent16,Opponent16_M4,Opponent16_D5,1H,2591.756803,Simple pass,48,45,44.0,67.0,M,M4,18,D5,4,"(18, 4)",28,D,"('M', 'D')",2499
20145,33,Opponent16,Opponent16_D5,Opponent16_D4,1H,2593.583845,Simple pass,44,67,56.0,92.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20146,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,2598.082077,Simple pass,56,92,56.0,72.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20147,33,Opponent16,Opponent16_M1,Opponent16_D4,1H,2600.204959,Simple pass,56,72,56.0,90.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499
20148,33,Opponent16,Opponent16_D4,Opponent16_M1,1H,2605.6147809999998,Simple pass,56,90,35.0,70.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20149,33,Opponent16,Opponent16_M1,Opponent16_G2,1H,2607.383525,Simple pass,35,70,14.0,54.0,M,M1,15,G2,14,"(15, 14)",1,G,"('M', 'G')",79
20150,33,Opponent16,Opponent16_G2,Opponent13_D1,1H,2610.29737,Simple pass,14,54,26.0,38.0,G,G2,14,D1,0,"(14, 0)",11,D,"('G', 'D')",331
20151,33,Opponent16,Opponent13_D1,Opponent16_G2,1H,2613.244057,Simple pass,26,38,11.0,58.0,D,D1,0,G2,14,"(0, 14)",8,G,"('D', 'G')",383
20152,33,Opponent16,Opponent16_G2,Opponent16_D5,1H,2616.012714,Launch,11,58,57.0,88.0,G,G2,14,D5,4,"(14, 4)",8,D,"('G', 'D')",331
20153,33,Opponent16,Opponent16_F6,Opponent16_F3,1H,2620.368098,Simple pass,62,90,68.0,80.0,F,F6,12,F3,9,"(12, 9)",2,F,"('F', 'F')",169
20154,33,Opponent16,Opponent16_M1,Opponent16_F1,1H,2626.029626,Simple pass,70,48,76.0,28.0,M,M1,15,F1,7,"(15, 7)",93,F,"('M', 'F')",809
20156,33,Opponent16,Opponent16_M3,Opponent16_D4,2H,1.6109059999998865,Simple pass,51,50,32.0,55.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499
20157,33,Opponent16,Opponent16_D4,Opponent16_F3,2H,3.9974299999998952,High pass,32,55,85.0,27.0,D,D4,3,F3,9,"(3, 9)",18,F,"('D', 'F')",607
20158,33,Opponent16,Opponent16_F3,Opponent16_M3,2H,48.58954300000005,Simple pass,32,34,34.0,18.0,F,F3,9,M3,17,"(9, 17)",29,M,"('F', 'M')",680
20159,33,Opponent16,Opponent16_M3,Opponent16_D1,2H,52.803242999999846,Simple pass,34,18,59.0,11.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20160,33,Opponent16,Opponent16_D1,Opponent16_M3,2H,54.430191999999806,Simple pass,59,11,45.0,10.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20161,33,Opponent16,Opponent16_M3,Opponent16_M4,2H,56.73500100000001,Simple pass,45,10,54.0,31.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
20162,33,Opponent16,Opponent16_M4,Opponent16_M3,2H,57.806955000000016,Simple pass,54,31,57.0,9.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20163,33,Opponent16,Opponent16_M3,Opponent16_M4,2H,58.6219900000001,Simple pass,57,9,58.0,27.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615
20164,33,Opponent16,Opponent16_M4,Opponent16_D4,2H,62.70531600000004,Simple pass,55,33,39.0,73.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20165,33,Opponent16,Opponent16_D4,Opponent16_M4,2H,66.80057500000021,Simple pass,39,73,47.0,56.0,D,D4,3,M4,18,"(3, 18)",100,M,"('D', 'M')",2526
20166,33,Opponent16,Opponent16_M4,Opponent16_D4,2H,68.38719700000001,Simple pass,47,56,58.0,83.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20167,33,Opponent16,Opponent16_D4,Opponent16_F6,2H,74.97075799999993,High pass,58,83,76.0,93.0,D,D4,3,F6,12,"(3, 12)",7,F,"('D', 'F')",607
20168,33,Opponent16,Opponent16_D1,Opponent16_M3,2H,112.32372500000021,Simple pass,26,42,31.0,8.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20169,33,Opponent16,Opponent16_M3,Opponent16_F3,2H,121.63986100000014,Simple pass,69,10,75.0,33.0,M,M3,17,F3,9,"(17, 9)",38,F,"('M', 'F')",809
20172,33,Opponent16,Opponent16_D5,Opponent16_D4,2H,133.11582799999996,Simple pass,46,57,33.0,53.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20173,33,Opponent16,Opponent16_D4,Opponent16_G2,2H,134.92504599999984,Simple pass,33,53,10.0,52.0,D,D4,3,G2,14,"(3, 14)",16,G,"('D', 'G')",383
20174,33,Opponent16,Opponent16_G2,Opponent16_F3,2H,140.0040429999999,Launch,10,52,69.0,33.0,G,G2,14,F3,9,"(14, 9)",6,F,"('G', 'F')",73
20175,33,Opponent16,Opponent16_D4,Opponent16_F3,2H,192.12813800000004,Cross,94,95,90.0,65.0,D,D4,3,F3,9,"(3, 9)",18,F,"('D', 'F')",607
20176,33,Opponent16,Opponent16_D4,Opponent16_G2,2H,212.0521319999998,Simple pass,44,97,31.0,63.0,D,D4,3,G2,14,"(3, 14)",16,G,"('D', 'G')",383
20177,33,Opponent16,Opponent16_G2,Opponent13_D1,2H,213.5334560000001,Simple pass,31,63,37.0,49.0,G,G2,14,D1,0,"(14, 0)",11,D,"('G', 'D')",331
20178,33,Opponent16,Opponent13_D1,Opponent16_D4,2H,217.48638600000004,Simple pass,37,49,37.0,87.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20179,33,Opponent16,Opponent16_M4,Opponent16_F1,2H,227.661748,Simple pass,64,55,76.0,34.0,M,M4,18,F1,7,"(18, 7)",52,F,"('M', 'F')",809
20180,33,Opponent16,Opponent16_F1,Opponent16_M4,2H,230.87210300000012,Simple pass,76,34,83.0,51.0,F,F1,7,M4,18,"(7, 18)",56,M,"('F', 'M')",680
20181,33,Opponent16,Opponent16_M4,Opponent16_M3,2H,234.09093100000015,Simple pass,83,51,79.0,59.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20182,33,Opponent16,Opponent16_M3,Opponent16_M1,2H,235.30815500000014,Simple pass,79,59,69.0,57.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615
20183,33,Opponent16,Opponent16_M1,Opponent16_D5,2H,237.22710700000016,Simple pass,69,57,64.0,78.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
20184,33,Opponent16,Opponent16_D5,Opponent16_F6,2H,238.4799750000002,Simple pass,64,78,78.0,88.0,D,D5,4,F6,12,"(4, 12)",7,F,"('D', 'F')",607
20185,33,Opponent16,Opponent16_M4,Opponent16_M3,2H,250.53620099999992,High pass,73,29,82.0,95.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20186,33,Opponent16,Opponent16_M3,Opponent16_D5,2H,253.82280600000013,Simple pass,82,95,91.0,72.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
20187,33,Opponent16,Opponent16_M4,Opponent16_D4,2H,261.6332090000001,Simple pass,63,52,44.0,77.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20188,33,Opponent16,Opponent16_M3,Opponent16_F6,2H,269.76881999999983,Simple pass,62,95,71.0,75.0,M,M3,17,F6,12,"(17, 12)",4,F,"('M', 'F')",809
20189,33,Opponent16,Opponent16_F6,Opponent16_D5,2H,270.690838,Simple pass,71,75,82.0,97.0,F,F6,12,D5,4,"(12, 4)",5,D,"('F', 'D')",336
20190,33,Opponent16,Opponent16_F3,Opponent16_M1,2H,284.1041390000001,Simple pass,87,38,77.0,44.0,F,F3,9,M1,15,"(9, 15)",32,M,"('F', 'M')",680
20191,33,Opponent16,Opponent16_M1,Opponent16_D5,2H,285.959472,Simple pass,77,44,76.0,74.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
20192,33,Opponent16,Opponent16_D5,Opponent16_M4,2H,288.6125689999999,Simple pass,76,74,73.0,45.0,D,D5,4,M4,18,"(4, 18)",36,M,"('D', 'M')",2526
20193,33,Opponent16,Opponent16_M4,Opponent16_M1,2H,290.80868800000013,Simple pass,73,45,73.0,39.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615
20194,33,Opponent16,Opponent16_M1,Opponent16_M3,2H,291.7338439999998,Simple pass,73,39,74.0,61.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
20195,33,Opponent16,Opponent16_M3,Opponent16_D5,2H,295.2317979999998,Simple pass,74,61,78.0,86.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
20196,33,Opponent16,Opponent16_D5,Opponent16_M4,2H,298.3665380000002,Simple pass,78,86,77.0,60.0,D,D5,4,M4,18,"(4, 18)",36,M,"('D', 'M')",2526
20197,33,Opponent16,Opponent16_M4,Opponent16_M1,2H,299.53047199999986,Simple pass,77,60,77.0,46.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615
20198,33,Opponent16,Opponent16_M1,Opponent16_M3,2H,303.0744209999998,Smart pass,77,46,99.0,71.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
20199,33,Opponent16,Opponent13_D1,Opponent16_G2,2H,344.1990230000001,Simple pass,10,73,3.0,56.0,D,D1,0,G2,14,"(0, 14)",8,G,"('D', 'G')",383
20205,33,Opponent16,Opponent16_M4,Opponent16_D5,2H,424.6181510000001,Simple pass,58,92,54.0,94.0,M,M4,18,D5,4,"(18, 4)",28,D,"('M', 'D')",2499
20206,33,Opponent16,Opponent16_D5,Opponent16_D4,2H,426.10888400000016,Simple pass,54,94,34.0,87.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20207,33,Opponent16,Opponent16_D4,Opponent16_G2,2H,427.0585310000001,Simple pass,34,87,10.0,59.0,D,D4,3,G2,14,"(3, 14)",16,G,"('D', 'G')",383
20208,33,Opponent16,Opponent16_G2,Opponent13_D1,2H,430.81665100000015,Simple pass,10,59,34.0,52.0,G,G2,14,D1,0,"(14, 0)",11,D,"('G', 'D')",331
20209,33,Opponent16,Opponent13_D1,Opponent16_D4,2H,436.40333400000014,Simple pass,34,52,46.0,81.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20210,33,Opponent16,Opponent16_D4,Opponent16_D5,2H,441.48478200000005,Simple pass,46,81,61.0,95.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20211,33,Opponent16,Opponent16_D5,Opponent16_D4,2H,442.09082300000006,Simple pass,61,95,33.0,87.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20212,33,Opponent16,Opponent16_D4,Opponent13_D1,2H,445.22902900000014,Simple pass,33,87,29.0,66.0,D,D4,3,D1,0,"(3, 0)",76,D,"('D', 'D')",1795
20213,33,Opponent16,Opponent13_D1,Opponent16_G2,2H,447.111656,Simple pass,29,66,12.0,56.0,D,D1,0,G2,14,"(0, 14)",8,G,"('D', 'G')",383
20216,33,Opponent16,Opponent16_M4,Opponent13_D1,2H,495.24534,Simple pass,30,44,21.0,40.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20217,33,Opponent16,Opponent13_D1,Opponent16_F6,2H,498.43481699999984,High pass,21,40,68.0,88.0,D,D1,0,F6,12,"(0, 12)",4,F,"('D', 'F')",607
20219,33,Opponent16,Opponent16_F6,Opponent16_M1,2H,513.0593610000002,Simple pass,68,84,64.0,72.0,F,F6,12,M1,15,"(12, 15)",5,M,"('F', 'M')",680
20220,33,Opponent16,Opponent16_M1,Opponent16_D5,2H,517.5148439999998,Simple pass,64,72,70.0,96.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
20221,33,Opponent16,Opponent16_D5,Opponent16_F6,2H,518.9843230000001,Simple pass,70,96,72.0,79.0,D,D5,4,F6,12,"(4, 12)",7,F,"('D', 'F')",607
20222,33,Opponent16,Opponent13_D1,Opponent16_M4,2H,535.2145220000001,Simple pass,34,31,44.0,31.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20223,33,Opponent16,Opponent16_M4,Opponent16_D4,2H,537.3379960000002,Simple pass,44,31,55.0,80.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20224,33,Opponent16,Opponent16_D4,Opponent16_M1,2H,542.1071059999998,Simple pass,55,80,55.0,62.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20225,33,Opponent16,Opponent16_M1,Opponent13_D1,2H,546.284177,Simple pass,55,62,43.0,27.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
20226,33,Opponent16,Opponent13_D1,Opponent16_D4,2H,548.8675929999998,Simple pass,43,27,61.0,93.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20227,33,Opponent16,Opponent16_D4,Opponent16_M1,2H,554.2153939999998,Simple pass,61,93,58.0,81.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526
20228,33,Opponent16,Opponent16_F6,Opponent16_D5,2H,580.5535359999999,Simple pass,90,94,87.0,97.0,F,F6,12,D5,4,"(12, 4)",5,D,"('F', 'D')",336
20229,33,Opponent16,Opponent16_D5,Opponent16_M3,2H,581.7026070000003,Simple pass,87,97,76.0,91.0,D,D5,4,M3,17,"(4, 17)",53,M,"('D', 'M')",2526
20230,33,Opponent16,Opponent16_M3,Opponent16_F3,2H,582.4907539999998,Simple pass,76,91,90.0,72.0,M,M3,17,F3,9,"(17, 9)",38,F,"('M', 'F')",809
20231,33,Opponent16,Opponent16_M4,Opponent13_D1,2H,589.1293529999998,Simple pass,70,56,62.0,43.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20233,33,Opponent16,Opponent16_M1,Opponent16_D5,2H,625.2300280000001,Simple pass,37,87,35.0,87.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
20234,33,Opponent16,Opponent16_M4,Opponent16_D4,2H,637.4554950000003,Simple pass,34,89,30.0,82.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20235,33,Opponent16,Opponent16_D4,Opponent13_D1,2H,639.3716629999999,Simple pass,30,82,35.0,46.0,D,D4,3,D1,0,"(3, 0)",76,D,"('D', 'D')",1795
20236,33,Opponent16,Opponent13_D1,Opponent16_D4,2H,643.8496349999999,Simple pass,35,46,37.0,81.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20237,33,Opponent16,Opponent16_D4,Opponent16_M3,2H,653.128866,Smart pass,70,77,95.0,70.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526
20238,33,Opponent16,Opponent13_D1,Opponent16_F3,2H,730.4382850000003,Head pass,29,30,40.0,22.0,D,D1,0,F3,9,"(0, 9)",24,F,"('D', 'F')",607
20239,33,Opponent16,Opponent16_D5,Opponent16_M1,2H,769.3136800000003,Simple pass,55,94,42.0,84.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
20240,33,Opponent16,Opponent16_M1,Opponent13_D1,2H,770.0419649999999,Simple pass,42,84,45.0,46.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
20241,33,Opponent16,Opponent13_D1,Opponent16_M4,2H,777.1451609999998,Simple pass,45,46,47.0,52.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20242,33,Opponent16,Opponent16_M4,Opponent16_D4,2H,778.905006,Simple pass,47,52,38.0,78.0,M,M4,18,D4,3,"(18, 3)",101,D,"('M', 'D')",2499
20243,33,Opponent16,Opponent16_D4,Opponent16_D5,2H,781.0652580000002,Simple pass,38,78,61.0,94.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20244,33,Opponent16,Opponent16_D5,Opponent16_D4,2H,781.9028429999997,Simple pass,61,94,37.0,88.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20245,33,Opponent16,Opponent16_D4,Opponent16_G2,2H,786.809029,Simple pass,37,88,8.0,68.0,D,D4,3,G2,14,"(3, 14)",16,G,"('D', 'G')",383
20248,33,Opponent16,Opponent16_D1,Opponent16_M3,2H,943.943881,Simple pass,35,43,61.0,81.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20249,33,Opponent16,Opponent16_M3,Opponent16_D5,2H,947.9391380000003,Simple pass,61,81,44.0,86.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
20250,33,Opponent16,Opponent16_D5,Opponent16_M3,2H,949.5019369999999,Simple pass,44,86,60.0,96.0,D,D5,4,M3,17,"(4, 17)",53,M,"('D', 'M')",2526
20252,33,Opponent16,Opponent16_M1,Opponent16_M3,2H,975.231944,Head pass,66,81,56.0,58.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615
20253,33,Opponent16,Opponent16_M3,Opponent13_D1,2H,977.633316,Simple pass,56,58,54.0,32.0,M,M3,17,D1,0,"(17, 0)",114,D,"('M', 'D')",2499
20254,33,Opponent16,Opponent13_D1,Opponent16_M3,2H,984.3323380000003,Simple pass,54,32,48.0,58.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526
20255,33,Opponent16,Opponent16_M3,Opponent16_D4,2H,987.02362,Simple pass,48,58,63.0,85.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499
20256,33,Opponent16,Opponent16_D4,Opponent16_M3,2H,989.911101,Simple pass,63,85,53.0,73.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526
20257,33,Opponent16,Opponent16_M3,Opponent16_D4,2H,992.3438729999997,Simple pass,53,73,58.0,94.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499
20258,33,Opponent16,Opponent16_D4,Opponent16_M3,2H,993.194402,Simple pass,58,94,49.0,78.0,D,D4,3,M3,17,"(3, 17)",72,M,"('D', 'M')",2526
20259,33,Opponent16,Opponent16_M3,Opponent16_F1,2H,994.784338,Simple pass,49,78,64.0,36.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809
20260,33,Opponent16,Opponent16_F1,Opponent16_D1,2H,997.868609,Simple pass,64,36,72.0,8.0,F,F1,7,D1,0,"(7, 0)",31,D,"('F', 'D')",336
20261,33,Opponent16,Opponent16_D1,Opponent16_M4,2H,1003.4234350000003,Simple pass,71,12,63.0,33.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20262,33,Opponent16,Opponent16_M4,Opponent16_M3,2H,1004.4932250000003,Simple pass,63,33,59.0,51.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615
20263,33,Opponent16,Opponent16_M3,Opponent16_D5,2H,1006.7285889999997,High pass,59,51,80.0,96.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
20264,33,Opponent16,Opponent16_M4,Opponent13_D1,2H,1068.7087459999998,Simple pass,61,95,38.0,75.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20265,33,Opponent16,Opponent13_D1,Opponent16_D1,2H,1076.648789,Simple pass,54,47,45.0,16.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20266,33,Opponent16,Opponent16_D1,Opponent13_D1,2H,1078.3558389999996,Simple pass,45,16,39.0,30.0,D,D1,0,D1,0,"(0, 0)",26,D,"('D', 'D')",1795
20267,33,Opponent16,Opponent13_D1,Opponent16_F6,2H,1081.5164020000002,High pass,39,30,77.0,89.0,D,D1,0,F6,12,"(0, 12)",4,F,"('D', 'F')",607
20275,33,Opponent16,Opponent16_D4,Opponent16_F6,2H,1132.4345830000002,Launch,30,21,50.0,57.0,D,D4,3,F6,12,"(3, 12)",7,F,"('D', 'F')",607
20278,33,Opponent16,Opponent16_D5,Opponent16_D4,2H,1157.8016349999998,Head pass,30,93,30.0,86.0,D,D5,4,D4,3,"(4, 3)",28,D,"('D', 'D')",1795
20279,33,Opponent16,Opponent16_D4,Opponent16_F3,2H,1158.189163,Launch,30,86,60.0,82.0,D,D4,3,F3,9,"(3, 9)",18,F,"('D', 'F')",607
20281,33,Opponent16,Opponent16_M1,Opponent16_F6,2H,1173.5052990000004,Simple pass,65,75,67.0,70.0,M,M1,15,F6,12,"(15, 12)",4,F,"('M', 'F')",809
20282,33,Opponent16,Opponent16_D5,Opponent16_M3,2H,1216.9643180000005,Simple pass,72,94,72.0,93.0,D,D5,4,M3,17,"(4, 17)",53,M,"('D', 'M')",2526
20283,33,Opponent16,Opponent16_M4,Opponent16_G2,2H,1226.6703300000001,Simple pass,43,77,22.0,49.0,M,M4,18,G2,14,"(18, 14)",2,G,"('M', 'G')",79
20284,33,Opponent16,Opponent16_G2,Opponent16_F3,2H,1234.2174569999995,Launch,22,49,73.0,38.0,G,G2,14,F3,9,"(14, 9)",6,F,"('G', 'F')",73
20292,33,Opponent16,Opponent16_D5,Opponent16_F6,2H,1280.3591119999999,Simple pass,32,82,39.0,95.0,D,D5,4,F6,12,"(4, 12)",7,F,"('D', 'F')",607
20294,33,Opponent16,Opponent16_M1,Opponent16_D5,2H,1301.720225,Simple pass,54,92,40.0,84.0,M,M1,15,D5,4,"(15, 4)",43,D,"('M', 'D')",2499
20295,33,Opponent16,Opponent16_D5,Opponent16_F3,2H,1302.9909939999998,High pass,40,84,60.0,81.0,D,D5,4,F3,9,"(4, 9)",17,F,"('D', 'F')",607
20296,33,Opponent16,Opponent16_F3,Opponent16_M1,2H,1304.72804,Simple pass,60,81,59.0,86.0,F,F3,9,M1,15,"(9, 15)",32,M,"('F', 'M')",680
20297,33,Opponent16,Opponent16_M1,Opponent16_F6,2H,1305.5080749999995,Simple pass,59,86,65.0,82.0,M,M1,15,F6,12,"(15, 12)",4,F,"('M', 'F')",809
20298,33,Opponent16,Opponent16_F6,Opponent16_M1,2H,1308.4580690000005,Smart pass,65,82,94.0,92.0,F,F6,12,M1,15,"(12, 15)",5,M,"('F', 'M')",680
20303,33,Opponent16,Opponent13_D1,Opponent16_M4,2H,1410.2495529999994,Head pass,29,61,34.0,49.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20304,33,Opponent16,Opponent16_F3,Opponent16_M4,2H,1413.0919050000002,Simple pass,46,51,39.0,25.0,F,F3,9,M4,18,"(9, 18)",18,M,"('F', 'M')",680
20305,33,Opponent16,Opponent16_M4,Opponent16_D1,2H,1414.4055390000005,Simple pass,39,25,25.0,25.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20306,33,Opponent16,Opponent16_D1,Opponent16_M4,2H,1417.516947,Simple pass,25,25,24.0,12.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526
20308,33,Opponent16,Opponent16_D4,Opponent16_G2,2H,1426.3746769999998,Simple pass,18,52,8.0,49.0,D,D4,3,G2,14,"(3, 14)",16,G,"('D', 'G')",383
20309,33,Opponent16,Opponent16_D4,Opponent16_M4,2H,1475.342211,Head pass,31,67,38.0,65.0,D,D4,3,M4,18,"(3, 18)",100,M,"('D', 'M')",2526
20310,33,Opponent16,Opponent16_M4,Opponent16_F6,2H,1475.7054749999998,Simple pass,38,65,41.0,72.0,M,M4,18,F6,12,"(18, 12)",1,F,"('M', 'F')",809
20311,33,Opponent16,Opponent16_F3,Opponent16_D1,2H,1480.8157039999994,Simple pass,31,54,48.0,17.0,F,F3,9,D1,0,"(9, 0)",14,D,"('F', 'D')",336
20312,33,Opponent16,Opponent16_M4,Opponent16_M1,2H,1494.688604,Simple pass,45,49,47.0,59.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615
20313,33,Opponent16,Opponent16_M1,Opponent16_D4,2H,1496.5152589999998,Simple pass,47,59,32.0,71.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499
20314,33,Opponent16,Opponent16_D4,Opponent16_D5,2H,1497.3433880000002,Simple pass,32,71,64.0,92.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20315,33,Opponent16,Opponent16_D5,Opponent16_M1,2H,1502.0551910000006,Simple pass,64,92,65.0,75.0,D,D5,4,M1,15,"(4, 15)",58,M,"('D', 'M')",2526
20316,33,Opponent16,Opponent16_M1,Opponent13_D1,2H,1504.0985349999999,Simple pass,65,75,54.0,51.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499
20317,33,Opponent16,Opponent13_D1,Opponent16_M1,2H,1510.2201929999999,Simple pass,54,51,64.0,73.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526
20318,33,Opponent16,Opponent16_M1,Opponent16_D4,2H,1512.0752160000004,Simple pass,64,73,55.0,76.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499
20319,33,Opponent16,Opponent16_D4,Opponent16_D5,2H,1515.2378589999996,Simple pass,55,76,62.0,96.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20320,33,Opponent16,Opponent16_F6,Opponent16_D5,2H,1528.5682610000006,Simple pass,73,96,84.0,89.0,F,F6,12,D5,4,"(12, 4)",5,D,"('F', 'D')",336
20321,33,Opponent16,Opponent16_M4,Opponent13_D1,2H,1571.8698270000007,Simple pass,62,70,45.0,61.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20322,33,Opponent16,Opponent13_D1,Opponent16_D4,2H,1574.3887519999996,Simple pass,45,61,62.0,94.0,D,D1,0,D4,3,"(0, 3)",79,D,"('D', 'D')",1795
20323,33,Opponent16,Opponent16_D4,Opponent16_D5,2H,1577.5069039999996,Simple pass,62,94,69.0,95.0,D,D4,3,D5,4,"(3, 4)",37,D,"('D', 'D')",1795
20324,33,Opponent16,Opponent16_F1,Opponent16_F3,2H,1606.8664250000004,Simple pass,74,76,81.0,63.0,F,F1,7,F3,9,"(7, 9)",7,F,"('F', 'F')",169
20327,33,Opponent16,Opponent16_M4,Opponent16_D1,2H,1671.3796650000006,High pass,60,74,68.0,11.0,M,M4,18,D1,0,"(18, 0)",75,D,"('M', 'D')",2499
20328,33,Opponent16,Opponent16_F3,Opponent16_M2,2H,1675.4588649999994,Simple pass,71,7,58.0,42.0,F,F3,9,M2,16,"(9, 16)",22,M,"('F', 'M')",680
20329,33,Opponent16,Opponent16_M2,Opponent16_D5,2H,1678.9192070000001,Simple pass,58,42,61.0,89.0,M,M2,16,D5,4,"(16, 4)",29,D,"('M', 'D')",2499
20330,33,Opponent16,Opponent16_D5,Opponent16_F6,2H,1681.078901,Simple pass,61,89,75.0,92.0,D,D5,4,F6,12,"(4, 12)",7,F,"('D', 'F')",607
20331,33,Opponent16,Opponent16_F6,Opponent16_D5,2H,1683.0859280000006,Simple pass,75,92,59.0,89.0,F,F6,12,D5,4,"(12, 4)",5,D,"('F', 'D')",336
